index,Show_ID,Date_Added,Country,Director,Duration,Listed_In,Rating,Release_Year,Title,Type,Budget,Sales,Profit,Continent,Profitable?
4851,4614,2018-12-30,Pakistan,Not Given,1 Season,TV Shows,TV-14,1925,Pioneers: First Women Filmmakers*,TV Show,2778911,5425455,2646544,Asia,Yes
3046,4615,2018-12-29,Thailand,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2018,In Family We Trust,TV Show,3593365,1799210,-1794155,Asia,No
6646,4616,2018-12-28,Uruguay,Álvaro Brechner,122 min,"Dramas, International Movies",TV-MA,2018,A Twelve Year Night,Movie,1958451,2906848,948397,South America,Yes
5789,4617,2018-12-28,United States,Not Given,312 min,"Dramas, International Movies, Sci-Fi & Fantasy",TV-MA,2018,Black Mirror: Bandersnatch,Movie,2363241,2947224,583983,North America,Yes
3024,4618,2018-12-28,Israel,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",TV-MA,2015,Hashoter Hatov,TV Show,3600303,1961501,-1638802,Asia,No
7047,4619,2018-12-28,India,Rakesh Mehta,109 min,"Action & Adventure, Comedies, Dramas",TV-MA,2012,Life Ki Toh Lag Gayi,Movie,1761593,3439401,1677808,Asia,Yes
3487,4620,2018-12-28,United States,Not Given,1 Season,"Crime TV Shows, Docuseries",TV-MA,2018,Murder Mountain,TV Show,3396212,1782962,-1613250,North America,No
4820,4621,2018-12-28,India,Not Given,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",TV-14,2018,Selection Day,TV Show,2793331,2197479,-595852,Asia,No
238,4622,2018-12-28,Not Given,Eduardo Chauvet,73 min,"Documentaries, International Movies",TV-14,2018,The Birth Reborn 3,Movie,5316885,3722057,-1594828,Unknown,No
2416,4623,2021-07-22,United States,Not Given,5 Seasons,TV Dramas,TV-14,2019,Chicago Med,TV Show,3876030,2142508,-1733522,North America,No
4331,4624,2018-12-28,Spain,Gonzalo Bendala,96 min,"Dramas, International Movies, Thrillers",TV-MA,2018,When Angels Sleep,Movie,3017090,2976247,-40843,Europe,No
8035,4625,2018-12-24,United States,Not Given,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",TV-PG,2018,Stand Up and Away! with Brian Regan,TV Show,1149471,1145969,-3502,North America,No
666,4626,2018-12-24,Taiwan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2011,Way Back into Love,TV Show,4868202,2325722,-2542480,Asia,No
8323,4627,2018-12-23,United Kingdom,Noam Murro,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure",TV-PG,2018,Watership Down,TV Show,891761,1155654,263893,Europe,Yes
8578,4628,2018-12-22,Pakistan,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,2018,Demon's Path,TV Show,594803,2192373,1597570,Asia,Yes
8533,4629,2018-12-22,United Kingdom,Not Given,5 Seasons,"British TV Shows, TV Comedies",TV-MA,2018,People Just Do Nothing,TV Show,660132,1784902,1124770,Europe,Yes
821,4630,2018-12-22,Pakistan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-MA,2018,Single Ladies Senior,TV Show,4748769,5421702,672933,Asia,Yes
1904,4631,2018-12-21,United States,Not Given,1 Season,Docuseries,TV-PG,2018,7 Days Out,TV Show,4114640,1151126,-2963514,North America,No
8717,4632,2018-12-21,France,Kheiron,105 min,"Comedies, Dramas, International Movies",TV-MA,2018,Bad Seeds,Movie,378672,3042878,2664206,Europe,Yes
1040,4633,2018-12-21,United States,Susanne Bier,124 min,"Dramas, Sci-Fi & Fantasy, Thrillers",R,2018,Bird Box,Movie,4610587,4219607,-390980,North America,No
6392,4634,2021-07-22,New Zealand,"Ainsley Gardiner, Briar Grace-Smith",99 min,Dramas,TV-MA,2021,Cousins,Movie,2069310,5276602,3207292,Oceania,Yes
4444,4635,2018-12-21,Taiwan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2017,Jojo's World,TV Show,2968777,2223698,-745079,Asia,No
4739,4636,2018-12-21,Japan,Not Given,2 Seasons,"Anime Series, International TV Shows",TV-14,2018,LAST HOPE,TV Show,2829419,2193637,-635782,Asia,No
563,4637,2018-12-21,Taiwan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-MA,2017,Lion Pride,TV Show,4950688,1881698,-3068990,Asia,No
1906,4638,2018-12-21,Taiwan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2016,Love @ Seventeen,TV Show,4113732,2249757,-1863975,Asia,No
2430,4639,2018-12-21,Germany,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2018,Perfume,TV Show,3868215,1831478,-2036737,Europe,No
453,4640,2018-12-21,Japan,Not Given,1 Season,"Anime Series, International TV Shows, TV Thrillers",TV-MA,2018,Sirius the Jaeger,TV Show,5049390,1817874,-3231516,Asia,No
3532,4641,2018-12-21,Poland,Irek Dobrowolski,105 min,Documentaries,TV-MA,2018,Struggle: The Life and Lost Art of Szukalski,Movie,3380157,2994894,-385263,Europe,No
4856,4642,2018-12-21,Turkey,Not Given,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",TV-MA,2018,Wolf,TV Show,2776061,1797910,-978151,Asia,No
7432,4643,2018-12-20,Singapore,Gilbert Chan,78 min,"Horror Movies, International Movies",R,2011,23:59,Movie,1545642,4381485,2835843,Asia,Yes
3660,4644,2018-12-20,Japan,Rarecho,22 min,Movies,TV-PG,2018,Aggretsuko: We Wish You a Metal Christmas,Movie,3318204,2518265,-799939,Asia,No
1197,4645,2021-07-22,Egypt,Mahmoud Karim,90 min,"Comedies, International Movies",TV-14,2019,Wannabe Courageous,Movie,4506521,5270378,763857,Africa,Yes
40,4646,2018-12-20,Japan,Not Given,2 Seasons,"Anime Series, International TV Shows",TV-14,2015,Fate/stay night: Unlimited Blade Works,TV Show,5690941,2277825,-3413116,Asia,No
5902,4647,2018-12-20,Singapore,Steve Cheng,95 min,"Action & Adventure, International Movies",TV-MA,2012,Imperfect,Movie,2311372,3437494,1126122,Asia,Yes
3451,4648,2018-12-20,Singapore,Sam Loh,82 min,"International Movies, Thrillers",TV-MA,2015,Lang Tong,Movie,3411411,3352347,-59064,Asia,No
6001,4649,2018-12-20,Singapore,Jason Lai,89 min,"Dramas, International Movies, Thrillers",TV-MA,2014,Miss J Contemplates Her Choice,Movie,2265304,3403813,1138509,Asia,Yes
7865,4650,2018-12-19,India,Samit Kakkad,90 min,"Dramas, Independent Movies, International Movies",TV-MA,2018,Ascharyachakit!,Movie,1285477,3023170,1737693,Asia,Yes
7037,4651,2018-12-18,United States,"Joel Gallen, Tig Notaro",1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",TV-MA,2018,Ellen DeGeneres: Relatable,TV Show,1771016,1768811,-2205,North America,No
1019,4652,2018-12-17,India,Prasobh Vijayan,85 min,"Dramas, Independent Movies, International Movies",TV-MA,2018,Lilli,Movie,4618223,3023863,-1594360,Asia,No
6786,4653,2018-12-17,United States,Jon Rosenbaum,29 min,"Children & Family Movies, Comedies",TV-G,2018,Prince of Peoria: A Christmas Moose Miracle,Movie,1896866,3538451,1641585,North America,Yes
8202,4654,2018-12-16,India,Sriram Raghavan,137 min,"Comedies, Dramas, International Movies",TV-14,2018,Andhadhun,Movie,1005804,3738898,2733094,Asia,Yes
415,4655,2018-12-16,China,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2018,Ashes of Love,TV Show,5097719,2207389,-2890330,Asia,No
3578,4656,2021-07-22,Not Given,Kyohei Ishiguro,87 min,"Anime Features, Children & Family Movies, International Movies",TV-G,2021,Words Bubble Up Like Soda Pop,Movie,3360372,5260170,1899798,Unknown,Yes
8416,4657,2018-12-16,United States,"Elaine Bogan, John Sanford",27 min,"Children & Family Movies, Comedies",TV-PG,2014,Dragons: Dawn of the Dragon Racers,Movie,799385,2607934,1808549,North America,Yes
1862,4658,2018-12-16,United States,Not Given,1 Season,"Kids' TV, TV Comedies",TV-PG,2011,DreamWorks Holiday Classics,TV Show,4136867,1271621,-2865246,North America,No
5906,4659,2018-12-16,United States,Michael Cuesta,112 min,"Dramas, Thrillers",R,2014,Kill the Messenger,Movie,2310602,4335178,2024576,North America,Yes
5522,4660,2018-12-16,Canada,David Cronenberg,112 min,"Comedies, Dramas",R,2014,Maps to the Stars,Movie,2481978,4344657,1862679,North America,Yes
5530,4661,2018-12-16,United States,Thom Zimny,153 min,Music & Musicals,TV-MA,2018,Springsteen on Broadway,Movie,2479908,2947937,468029,North America,Yes
7556,4662,2018-12-16,United Kingdom,James Marsh,123 min,"Dramas, Romantic Movies",PG-13,2014,The Theory of Everything,Movie,1475194,4578512,3103318,Europe,Yes
6715,4663,2018-12-15,United States,Sean Olson,90 min,"Children & Family Movies, Sci-Fi & Fantasy",TV-PG,2018,F.R.E.D.I.,Movie,1934850,2503715,568865,North America,Yes
3948,4664,2018-12-15,United Kingdom,Not Given,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",TV-MA,2018,Flowers,TV Show,3192462,1786299,-1406163,Europe,No
3031,4665,2018-12-15,Philippines,Sigrid Andrea Bernardo,84 min,"Comedies, Dramas, International Movies",TV-14,2017,Kita Kita,Movie,3598415,3792380,193965,Asia,Yes
1516,4666,2018-12-15,United States,Not Given,78 min,"Documentaries, Music & Musicals",TV-MA,2018,Once in a Lifetime Sessions with George Ezra,Movie,4318968,2931800,-1387168,North America,No
612,4667,2021-09-16,United States,Jeannot Szwarc,116 min,"Dramas, Horror Movies, Thrillers",PG,1978,Jaws 2,Movie,4902330,5986309,1083979,North America,Yes
3594,4668,2021-07-21,Nigeria,Seyi Babatope,105 min,"Dramas, International Movies, Thrillers",TV-14,2020,Sanitation Day,Movie,3355839,5275419,1919580,Africa,Yes
547,4669,2018-12-15,United States,Matt Askem,79 min,"Documentaries, Music & Musicals",TV-MA,2018,Once in a Lifetime Sessions with Kasabian,Movie,4964930,2931677,-2033253,North America,No
8407,4670,2018-12-15,United States,Not Given,73 min,"Documentaries, Music & Musicals",TV-PG,2018,Once in a Lifetime Sessions with OneRepublic,Movie,803906,2508973,1705067,North America,Yes
7635,4671,2018-12-15,United States,Matt Askem,83 min,"Documentaries, Music & Musicals",TV-MA,2018,Once in a Lifetime Sessions with Snow Patrol,Movie,1425377,2931025,1505648,North America,Yes
850,4672,2018-12-15,Spain,Guillermo de Oliveira,83 min,"Documentaries, International Movies",TV-14,2017,Sad Hill Unearthed,Movie,4730341,3790546,-939795,Europe,No
4966,4673,2018-12-15,India,Manoj Beedha,145 min,"Dramas, International Movies, Thrillers",TV-MA,2018,Vanjagar Ulagam,Movie,2729343,3025850,296507,Asia,Yes
1656,4674,2018-12-14,South Korea,Not Given,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2018,Hymn of Death,TV Show,4244204,2191325,-2052879,Asia,No
5673,4675,2018-12-14,Pakistan,Not Given,1 Season,"British TV Shows, Crime TV Shows, Docuseries",TV-MA,2018,Inside the Real Narcos,TV Show,2418953,5421603,3002650,Asia,Yes
701,4676,2018-12-14,Mexico,Alfonso Cuarón,135 min,"Dramas, Independent Movies, International Movies",R,2018,ROMA,Movie,4846188,4225649,-620539,North America,No
7275,4677,2018-12-14,United States,Not Given,1 Season,TV Comedies,TV-MA,2018,The Fix,TV Show,1638204,1768575,130371,North America,Yes
1983,4678,2018-12-14,United States,Not Given,1 Season,"Crime TV Shows, Docuseries",TV-MA,2018,The Innocent Man,TV Show,4071325,1783414,-2287911,North America,No
2202,4679,2021-07-21,Pakistan,Not Given,1 Season,"British TV Shows, International TV Shows, Reality TV",TV-14,2021,Sexy Beasts,TV Show,3974830,5857873,1883043,Asia,Yes
6683,4680,2018-12-14,Australia,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2018,Tidelands,TV Show,1941782,1848926,-92856,Oceania,No
742,4681,2018-12-14,Canada,Not Given,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2018,Travelers,TV Show,4813627,1841088,-2972539,North America,No
1149,4682,2018-12-14,United States,Not Given,8 Seasons,Kids' TV,TV-Y7,2018,Voltron: Legendary Defender,TV Show,4532297,619457,-3912840,North America,No
7822,4683,2018-12-12,Japan,Not Given,1 Season,"Anime Series, International TV Shows",TV-MA,2018,Back Street Girls -GOKUDOLS-,TV Show,1313545,1825116,511571,Asia,Yes
7699,4684,2018-12-12,United States,"John Hoffman, Nanfu Wang",35 min,Documentaries,TV-PG,2018,"Out of Many, One",Movie,1381917,2511246,1129329,North America,Yes
5363,4685,2018-12-11,United States,Marcus Raboy,68 min,Stand-Up Comedy,TV-MA,2018,Vir Das: Losing It,Movie,2547980,2937023,389043,North America,Yes
4190,4686,2018-12-07,Italy,Marco Risi,96 min,"Comedies, International Movies",TV-14,2018,5 Star Christmas,Movie,3087294,3729052,641758,Europe,Yes
3342,4687,2018-12-07,Germany,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2018,Dogs of Berlin,TV Show,3459597,1831888,-1627709,Europe,No
6710,4688,2018-12-07,United States,Anne Fletcher,110 min,"Comedies, Dramas, Independent Movies",PG-13,2018,Dumplin',Movie,1936132,4515467,2579335,North America,Yes
2288,4689,2018-12-07,Not Given,Marek Losey,58 min,"Children & Family Movies, Dramas",TV-G,2018,Free Rein: The Twelve Neighs of Christmas,Movie,3931497,3541108,-390389,Unknown,No
8366,4690,2021-07-21,Pakistan,Not Given,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",TV-MA,2021,Too Hot to Handle: Brazil,TV Show,851102,5851622,5000520,Asia,Yes
3850,4691,2018-12-07,United Kingdom,Andy Serkis,105 min,"Action & Adventure, Children & Family Movies, Dramas",PG-13,2018,Mowgli: Legend of the Jungle,Movie,3239055,4520176,1281121,Europe,Yes
809,4692,2018-12-07,United States,Not Given,2 Seasons,"TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows",TV-MA,2018,Neo Yokio,TV Show,4756607,1760332,-2996275,North America,No
7965,4693,2018-12-07,Australia,Mat King,1 Season,"International TV Shows, TV Dramas",TV-MA,2018,Pine Gap,TV Show,1206168,1844626,638458,Oceania,Yes
2845,4694,2018-12-07,United States,Brian Oakes,59 min,"Documentaries, Music & Musicals",TV-MA,2018,ReMastered: Who Killed Jam Master Jay?,Movie,3682054,2943385,-738669,North America,No
1205,4695,2018-12-07,Not Given,Jacob Joice,28 min,Children & Family Movies,TV-Y,2018,Super Monsters and the Wish Star,Movie,4503828,2435382,-2068446,Unknown,No
2856,4696,2018-12-07,United States,Bert Marcus,98 min,Documentaries,TV-MA,2018,The American Meme,Movie,3677101,2909251,-767850,North America,No
481,4697,2018-12-04,United Kingdom,Chris Howe,63 min,Stand-Up Comedy,TV-MA,2018,RUSSELL BRAND: RE:BIRTH,Movie,5023007,2963632,-2059375,Europe,No
4705,4698,2018-12-03,South Korea,Not Given,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies",TV-14,2018,The Sound of Your Heart: Reboot,TV Show,2844306,2189660,-654646,Asia,No
7256,4699,2018-12-02,South Korea,Not Given,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",TV-MA,2018,Memories of the Alhambra,TV Show,1647493,1805660,158167,Asia,Yes
7272,4700,2018-12-02,Pakistan,Ahsan Rahim,155 min,"Action & Adventure, Comedies, International Movies",TV-14,2018,Teefa in Trouble,Movie,1639451,3720944,2081493,Asia,Yes
1921,4701,2021-07-21,Not Given,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco",106 min,Children & Family Movies,TV-Y7,2021,Trollhunters: Rise of the Titans,Movie,4103106,5260137,1157031,Unknown,Yes
7241,4702,2018-12-01,China,Andrew Lau Wai-Keung,122 min,"Dramas, International Movies, Romantic Movies",TV-14,2011,A Beautiful Life,Movie,1655066,4038879,2383813,Asia,Yes
1607,4703,2018-12-01,Hong Kong,Cheang Pou Soi,87 min,"International Movies, Thrillers",TV-MA,2009,Accident,Movie,4270174,3468379,-801795,Asia,No
2022,4704,2018-12-01,Mexico,Enrique García Meza,73 min,"Documentaries, International Movies",TV-MA,2018,"Ayotzinapa, el paso de la tortuga",Movie,4054491,3011649,-1042842,North America,No
1871,4705,2018-12-01,Norway,Katarina Launing,98 min,"Dramas, International Movies, Romantic Movies",TV-MA,2018,Battle,Movie,4131336,3005654,-1125682,Europe,No
233,4706,2018-12-01,Hong Kong,Johnnie To,130 min,"Action & Adventure, Comedies, International Movies",TV-MA,2013,Blind Detective,Movie,5320472,3425766,-1894706,Asia,No
4660,4707,2018-12-01,Hong Kong,Lawrence Cheng,105 min,"Comedies, International Movies, Romantic Movies",TV-14,2014,Break Up 100,Movie,2866203,3972709,1106506,Asia,Yes
4917,4708,2018-12-01,India,Prakash Balwant Saini,110 min,"Comedies, Dramas, International Movies",TV-14,2014,Chal Bhaag,Movie,2751127,3971018,1219891,Asia,Yes
3835,4709,2018-12-01,Malaysia,Nam Ron,81 min,"Dramas, International Movies",TV-14,2018,Crossroads: One Two Jaga,Movie,3245449,3728206,482757,Asia,Yes
1788,4710,2018-12-01,Hong Kong,Johnnie To,115 min,"Comedies, International Movies, Romantic Movies",TV-PG,2011,Don't Go Breaking My Heart,Movie,4173340,2635796,-1537544,Asia,No
8245,4711,2018-12-01,Hong Kong,Johnnie To,113 min,"Comedies, International Movies, Romantic Movies",TV-14,2014,Don't Go Breaking My Heart 2,Movie,963726,3972369,3008643,Asia,Yes
1813,4712,2021-07-20,United States,Morgan Ingari,102 min,"Comedies, Dramas, Independent Movies",TV-MA,2020,Milkwater,Movie,4159744,5273323,1113579,North America,Yes
7531,4713,2018-12-01,Australia,Baljit Singh Deo,146 min,"Action & Adventure, Dramas, International Movies",TV-14,2015,Faraar,Movie,1491712,3946236,2454524,Oceania,Yes
4345,4714,2018-12-01,Pakistan,Not Given,1 Season,"Kids' TV, Korean TV Shows",TV-G,2017,Haunted House,TV Show,3013249,5420799,2407550,Asia,Yes
177,4715,2018-12-01,Hong Kong,"Leung Lok Man, Luk Kim-ching",118 min,"Action & Adventure, International Movies",TV-14,2015,Helios,Movie,5396077,3942604,-1453473,Asia,No
6430,4716,2018-12-01,China,Jazz Boon,109 min,"Action & Adventure, Dramas, International Movies",TV-MA,2016,Line Walker,Movie,2048576,3313168,1264592,Asia,Yes
852,4717,2018-12-01,Hong Kong,Andrew Lau Wai-Keung,117 min,"Comedies, International Movies, Romantic Movies",TV-14,2009,Look for a Star,Movie,4729633,4065600,-664033,Asia,No
267,4718,2018-12-01,Pakistan,Not Given,23 min,Movies,TV-Y,2018,Oddbods: The Festive Menace,Movie,5273896,5419578,145682,Asia,Yes
2486,4719,2018-12-01,Hong Kong,Felix Chong,95 min,"Action & Adventure, Comedies, International Movies",TV-MA,2010,Once a Gangster,Movie,3847319,3461201,-386118,Asia,No
6649,4720,2018-12-01,India,Dhanush,124 min,"Dramas, Independent Movies, International Movies",TV-MA,2017,Power Paandi,Movie,1957960,3174660,1216700,Asia,Yes
53,4721,2018-12-01,United States,Not Given,90 min,"Documentaries, Sports Movies",TV-MA,2017,Roll With Me,Movie,5652105,3073655,-2578450,North America,No
7434,4722,2018-12-01,Hong Kong,Gary Mak,96 min,"Comedies, International Movies",TV-MA,2013,SDU: Sex Duties Unit,Movie,1543924,3425534,1881610,Asia,Yes
5200,4723,2021-07-20,Argentina,Not Given,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows",TV-MA,2020,Okupas,TV Show,2627686,1591959,-1035727,South America,No
4814,4724,2018-12-01,China,Liu Jiang,96 min,"Dramas, International Movies",TV-MA,2008,Set Off,Movie,2795761,3477744,681983,Asia,Yes
595,4725,2018-11-30,Poland,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2018,1983,TV Show,4915225,1806387,-3108838,Europe,No
3240,4726,2018-11-30,United States,John Schultz,93 min,"Children & Family Movies, Dramas, Romantic Movies",TV-PG,2018,A Christmas Prince: The Royal Wedding,Movie,3506187,2502545,-1003642,North America,No
5127,4727,2018-11-30,Ireland,Damien O’Connor,30 min,Children & Family Movies,TV-Y,2018,Angela's Christmas,Movie,2662375,2435520,-226855,Europe,No
2986,4728,2018-11-30,United States,Not Given,1 Season,Reality TV,TV-PG,2018,Death by Magic,TV Show,3618754,1146142,-2472612,North America,No
3472,4729,2018-11-30,Mexico,"Joseduardo Giordano, Sergio Goyri Jr.",82 min,"Dramas, International Movies",TV-MA,2018,El club de los insomnes,Movie,3405245,3009792,-395453,North America,No
5987,4730,2018-11-30,Italy,Alice Rohrwacher,127 min,"Dramas, Independent Movies, International Movies",PG-13,2018,Happy as Lazzaro,Movie,2273493,4522284,2248791,Europe,Yes
3382,4731,2018-11-30,Japan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-MA,2018,Love and Fortune,TV Show,3440278,1816806,-1623472,Asia,No
3075,4732,2018-11-30,India,Nandita Das,114 min,"Dramas, Independent Movies, International Movies",TV-MA,2018,Manto,Movie,3579270,3030218,-549052,Asia,No
8262,4733,2018-11-30,India,Leena Yadav,119 min,"Comedies, Dramas, International Movies",TV-MA,2018,Rajma Chawal,Movie,948012,3029419,2081407,Asia,Yes
3448,4734,2021-07-20,Pakistan,Not Given,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",TV-MA,2019,Touch Your Heart,TV Show,3413225,5850315,2437090,Asia,Yes
3246,4735,2018-11-30,United States,Not Given,2 Seasons,Kids' TV,TV-Y7,2018,Spy Kids: Mission Critical,TV Show,3504339,631363,-2872976,North America,No
2404,4736,2018-11-30,France,Romain Gavras,101 min,"Action & Adventure, Comedies, International Movies",TV-MA,2018,The World Is Yours,Movie,3880691,3043922,-836769,Europe,No
4956,4737,2018-11-30,Mexico,Sebastián Hofmann,96 min,"Dramas, Independent Movies, International Movies",TV-MA,2018,Time Share,Movie,2733776,3009641,275865,North America,Yes
2758,4738,2018-11-27,United States,Not Given,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",TV-MA,2018,Bumping Mics with Jeff Ross & Dave Attell,TV Show,3726866,1770641,-1956225,North America,No
4381,4739,2018-11-27,United States,Not Given,1 Season,Kids' TV,TV-PG,2015,Minecraft: Story Mode,TV Show,2998223,1221013,-1777210,North America,No
3819,4740,2018-11-25,United States,"Denny Lu, Mike Myhre",44 min,Children & Family Movies,TV-Y,2018,My Little Pony Friendship Is Magic: Best Gift Ever,Movie,3252614,2434259,-818355,North America,No
8001,4741,2018-11-23,Canada,Not Given,3 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",TV-MA,2018,Frontier,TV Show,1174629,1840648,666019,North America,Yes
872,4742,2018-11-23,Spain,Not Given,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,2018,Fugitiva,TV Show,4715679,1802886,-2912793,Europe,No
6624,4743,2018-11-23,United Kingdom,Not Given,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",TV-MA,2018,Sick Note,TV Show,1967298,1787891,-179407,Europe,No
6826,4744,2018-11-22,United States,Not Given,2 Seasons,"TV Comedies, TV Sci-Fi & Fantasy",TV-14,2018,Mystery Science Theater 3000: The Return,TV Show,1875772,2179655,303883,North America,Yes
4006,4745,2021-07-19,Saudi Arabia,Abdulaziz Alshlahei,91 min,"Dramas, International Movies, Romantic Movies",TV-14,2021,The Tambour of Retribution,Movie,3166471,5269716,2103245,Asia,Yes
1052,4746,2018-11-22,United States,Clay Kaytis,104 min,"Children & Family Movies, Comedies",TV-PG,2018,The Christmas Chronicles,Movie,4600464,2512442,-2088022,North America,No
1821,4747,2018-11-21,Spain,Fernando Colomo,91 min,"Comedies, International Movies",TV-MA,2018,The Tribe,Movie,4156250,2977902,-1178348,Europe,No
6030,4748,2018-11-20,Pakistan,Not Given,1 Season,Kids' TV,TV-Y7,2018,Kulipari: Dream Walker,TV Show,2246693,5418510,3171817,Asia,Yes
1496,4749,2018-11-20,Pakistan,Not Given,1 Season,"Kids' TV, TV Comedies",TV-Y7,2017,Paap-O-Meter,TV Show,4328396,5415453,1087057,Asia,Yes
4277,4750,2018-11-20,United States,Robert Vince,91 min,"Children & Family Movies, Comedies",PG,2018,Puppy Star Christmas,Movie,3045388,4734757,1689369,North America,Yes
7147,4751,2018-11-20,Indonesia,Rocky Soraya,114 min,"Horror Movies, International Movies",TV-MA,2018,Sabrina,Movie,1704380,3021650,1317270,Asia,Yes
7831,4752,2018-11-20,Indonesia,Raditya Dika,91 min,"Comedies, Horror Movies, International Movies",TV-14,2018,Target,Movie,1306689,3731410,2424721,Asia,Yes
2175,4753,2018-11-20,United States,Not Given,1 Season,Reality TV,TV-PG,2018,The Final Table,TV Show,3985034,1146610,-2838424,North America,No
1270,4754,2018-11-20,United States,David Paul Meyer,64 min,Stand-Up Comedy,TV-MA,2018,Trevor Noah: Son of Patricia,Movie,4458806,2939566,-1519240,North America,No
5598,4755,2018-11-18,United States,Leslie Iwerks,89 min,Documentaries,G,2007,The Pixar Story,Movie,2450334,4933528,2483194,North America,Yes
6834,4756,2021-07-17,United States,Edward Drake,88 min,Action & Adventure,R,2021,Cosmic Sin,Movie,1872945,5268755,3395810,North America,Yes
902,4757,2018-11-17,China,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2017,Eternal Love,TV Show,4698623,2233752,-2464871,Asia,No
6895,4758,2018-11-17,United States,Not Given,1 Season,"Spanish-Language TV Shows, TV Dramas",TV-14,2016,La Doña,TV Show,1846997,2240211,393214,North America,Yes
869,4759,2018-11-17,United States,Not Given,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",TV-14,2016,Silvana Sin Lana,TV Show,4718123,2241187,-2476936,North America,No
792,4760,2018-11-16,United States,Daniel Goldhaber,95 min,"Horror Movies, Independent Movies, Thrillers",TV-MA,2018,Cam,Movie,4772140,2914246,-1857894,North America,No
7065,4761,2018-11-16,France,Fred Cavayé,94 min,"Comedies, Dramas, International Movies",TV-MA,2018,Nothing to Hide,Movie,1753034,3040075,1287041,Europe,Yes
1660,4762,2018-11-16,Canada,Not Given,2 Seasons,"Kids' TV, TV Dramas",TV-G,2018,Ponysitters Club,TV Show,4241374,2048235,-2193139,North America,No
8356,4763,2018-11-16,United States,"Joel Coen, Ethan Coen",133 min,"Comedies, Dramas",R,2018,The Ballad of Buster Scruggs,Movie,863220,4218494,3355274,North America,Yes
7049,4764,2018-11-16,United States,Not Given,102 min,"Children & Family Movies, Dramas, Romantic Movies",TV-G,2018,The Princess Switch,Movie,1760460,3539332,1778872,North America,Yes
8213,4765,2018-11-16,Brazil,Not Given,1 Season,"Docuseries, International TV Shows, Reality TV",TV-MA,2018,Vai Anitta,TV Show,994686,1843190,848504,South America,Yes
986,4766,2018-11-15,India,V C Abhilash,122 min,"Dramas, Independent Movies, International Movies",TV-PG,2018,Aalorukkam,Movie,4639051,2524285,-2114766,Asia,No
5697,4767,2021-07-16,Not Given,Kathryn Fasegha,107 min,"Dramas, International Movies, Romantic Movies",TV-PG,2020,2 Weeks in Lagos,Movie,2409827,5259553,2849726,Unknown,Yes
3232,4768,2018-11-15,Pakistan,Not Given,1 Season,"Anime Series, Kids' TV",TV-Y,2017,Beyblade Burst Evolution,TV Show,3509186,5412594,1903408,Asia,Yes
2896,4769,2018-11-15,Canada,Justin G. Dyck,86 min,"Comedies, International Movies, Romantic Movies",PG,2017,Christmas Wedding Planner,Movie,3662550,4760385,1097835,North America,Yes
7642,4770,2018-11-15,India,Nila Madhab Panda,111 min,"Comedies, Dramas, Independent Movies",TV-14,2018,Halkaa,Movie,1417402,3750394,2332992,Asia,Yes
